brand,model,fuel type,transmission,price,month,units_sold,year
Mercedes,E-Class,,,2511554.835,Aug-23,339,2025
Ford,EcoSport,,,1568046.864,Sep-19,739,2022
Tata,Nexon,Petrol + 2,"Manual, Automatic",812402.5012,"Sep, 2024",238,2024
Mahindra,Scorpio-N,"Diesel, Petrol","Manual, Automatic",1381807.359,"Dec, 2024",400,2020
Kia,Sonet 2020-2023,"Diesel, Petrol","Manual, Automatic",762046.549,"Sep, 2023",399,2022
Tata,Safari,Diesel,"Manual, Automatic",1553095.605,"Nov, 2024",430,2024
Skoda,Kodiaq,Petrol,Automatic,3995960.381,"Aug, 2024",848,2021
Tata,Nexon,,,1102533.056,Mar-24,793,2018
Toyota,Corolla,,,2742661.503,Sep-21,195,2024
Mahindra,Thar,,,1050098.122,Aug-20,375,2019
BMW,X1,,,2556484.926,Feb-22,393,2019
BMW,3 Series,,,3311220.068,Mar-18,702,2023
Toyota,Hilux,Diesel,"Manual, Automatic",3015759.122,"Aug, 2024",875,2023
Skoda,Superb,Petrol,Automatic,5375500.47,"Aug, 2024",243,2023
Mahindra,Scorpio,,,2311637.754,Oct-22,474,2024
Maruti,Baleno,,,2601012.925,Jan-23,911,2022
Kia,Carens,,,2543779.585,Jun-25,770,2022
Kia,Sonet,,,2237406.192,Nov-23,96,2020
Ford,EcoSport,,,3933938.357,Apr-23,519,2021
Tata,Nexon,,,3685194.494,May-18,593,2024
Ford,Endeavour,,,912952.6817,Feb-19,625,2022
Mahindra,XUV500,,,1129516.772,Oct-23,289,2022
Tata,Tiago,"CNG, Petrol","Manual, Automatic",507572.0169,"Dec, 2024",563,2022
Hyundai,i20,,,2902532.592,Dec-21,798,2019
Ford,Endeavour,,,756219.6448,May-23,926,2022
Honda,CR-V,,,632000.8785,Feb-24,875,2021
Honda,Accord,,,666818.6481,Sep-23,320,2025
Maruti Suzuki,Ertiga,"CNG, Petrol","Manual, Automatic",851243.2291,"Aug, 2024",439,2020
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1126074.243,"Nov, 2024",270,2023
Kia,Seltos,,,2127992.947,Mar-21,757,2022
Mahindra,Thar,,,857686.4786,Oct-20,171,2024
Mercedes,E-Class,,,3025429.854,Aug-18,223,2023
Hyundai,i10,,,1349709.131,Feb-24,356,2024
Maruti,Baleno,,,1024164.94,Dec-21,280,2025
Maruti Suzuki,Alto,"CNG, Petrol",Manual,382317.9628,"Nov, 2023",346,2024
Kia,Carens,,,1694064.387,May-24,971,2022
Ford,EcoSport,,,3234128.828,Jul-23,854,2019
Mahindra,Thar,,,569414.0745,Aug-24,618,2021
Maruti,Baleno,,,3299278.106,Jan-24,971,2025
Tata,Tiago,"CNG, Petrol","Manual, Automatic",500856.6031,"Nov, 2024",687,2018
Ford,Endeavour,,,2143565.349,Jan-21,292,2020
Hyundai,i20,,,3349160.203,Apr-19,747,2021
Ford,Endeavour,,,667446.9357,Mar-22,501,2024
Toyota,Camry,,,2206821.718,Feb-20,920,2024
Maruti,Swift,,,1326014.919,Nov-20,614,2020
Maruti,Brezza,,,415130.8979,Jul-24,787,2019
Mercedes,GLA,,,1889853.405,Mar-23,685,2021
Tata,Altroz,,,3238706.464,Sep-22,173,2018
Toyota,Fortuner,,,724412.5475,Aug-20,128,2025
Tata,Altroz,,,2919442.817,Aug-21,696,2024
Honda,Civic,,,838970.4042,Nov-20,57,2023
Mahindra,KUV 100 NXT,Petrol,Manual,639960.1991,"Nov, 2022",636,2025
Mercedes,GLA,,,1254009.375,Mar-24,85,2024
Honda,Accord,,,3518559.887,Dec-24,729,2019
Mercedes,C-Class,,,2517274.264,Oct-18,912,2019
Hyundai,Creta,,,2269456.979,Aug-25,725,2021
Maruti Suzuki,XL6,"CNG, Petrol","Manual, Automatic",1161182.161,"Sep, 2024",698,2024
Maruti,Swift,,,1147026.75,Jun-21,432,2022
BMW,X5,,,1852611.481,Oct-18,834,2023
Maruti,Swift,,,737556.541,Jun-23,100,2020
Mercedes,E-Class,,,780428.0686,Aug-25,763,2023
Tata,Altroz,,,1615558.409,Aug-22,726,2025
Mahindra,XUV500,,,1441377.883,Oct-22,268,2025
Hyundai,Creta,,,1560247.718,Jan-18,538,2019
Honda,Civic,,,2861914.883,May-19,556,2021
Tata,Altroz,,,1595120.298,Jan-20,840,2018
Mahindra,Thar,,,1302030.983,Aug-20,238,2021
Mercedes,E-Class,,,1399084.679,Apr-18,310,2018
Maruti,Brezza,,,752705.3957,Apr-20,763,2023
Tata,Harrier,,,3462901.586,Feb-23,169,2020
BMW,X5,,,1551440.291,Nov-25,559,2018
Hyundai,Exter,"CNG, Petrol","Manual, Automatic",615430.6063,"Oct, 2024",227,2020
Ford,EcoSport,,,3926526.439,May-20,594,2023
Ford,EcoSport,,,726563.9411,Feb-24,709,2022
Mahindra,XUV500,,,2347663.303,Jan-24,281,2022
Kia,Seltos,,,1262440.208,Dec-24,844,2018
Kia,Sonet,,,2970311.069,Mar-24,514,2019
Tata,Altroz,,,3028987.463,Oct-20,264,2022
Mercedes,E-Class,,,3959560.994,Dec-24,78,2019
Tata,Nexon,,,1830973.064,Jun-24,496,2020
Toyota,Camry,,,2542228.145,Aug-24,422,2024
Maruti,Baleno,,,1759871.492,Nov-25,305,2021
Toyota,Camry 2022-2023,Petrol,Automatic,4611424.075,"Sep, 2024",299,2018
BMW,3 Series,,,2771088.621,Jan-23,572,2021
BMW,X5,,,2479837.012,Apr-24,458,2022
Mercedes,E-Class,,,2857018.927,Feb-20,226,2021
Maruti,Brezza,,,2037741.559,Oct-23,594,2018
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",770846.792,"Aug, 2024",460,2021
Kia,Sonet,,,2192998.75,Sep-19,969,2018
Mercedes,E-Class,,,2881231.067,Nov-24,756,2023
Toyota,Camry,,,2956544.168,May-25,522,2021
Maruti,Baleno,,,1708677.009,Jan-25,774,2022
Ford,Endeavour,,,2530197.887,Mar-24,701,2025
BMW,X1,,,3096000.709,May-24,877,2019
Maruti,Baleno,,,1247505.495,Dec-20,55,2024
Toyota,Fortuner,,,2992457.98,May-25,416,2018
Tata,Altroz,,,2647999.752,Dec-24,188,2025
Maruti,Baleno,,,1958355.105,Aug-24,776,2018
Mahindra,XUV400 EV,Unknown,Unknown,1544258.778,"Jul, 2024",236,2025
Citroen,eC3,Unknown,Unknown,1146398.323,"Aug, 2024",535,2025
Maruti Suzuki,Ignis,Petrol,"Manual, Automatic",574112.7108,"Aug, 2024",783,2018
Mahindra,Thar,,,656354.0266,Jan-23,323,2024
Mahindra,Thar,"Diesel, Petrol","Manual, Automatic",1166009.323,"Dec, 2024",650,2018
Ford,EcoSport,,,1075520.751,Apr-22,592,2019
Hyundai,Tucson,"Diesel, Petrol",Automatic,2903784.989,"Aug, 2024",283,2019
Mahindra,Thar,,,2923242.701,May-18,796,2024
Hyundai,Creta,"Diesel, Petrol","Manual, Automatic",1076668.445,"Aug, 2024",220,2024
Honda,Civic,,,739174.7122,Apr-18,224,2018
Honda,Civic,,,2893734.944,Jan-22,104,2019
Mercedes,C-Class,,,855574.679,Jan-22,644,2023
BMW,3 Series,,,3923218.207,Jun-22,592,2023
Honda,Civic,,,2349022.515,Jun-22,504,2024
Ford,Endeavour,,,2354302.34,Jul-21,354,2019
Honda,Accord,,,630837.1495,Mar-18,681,2022
BMW,X5,,,2437187.137,Jul-22,529,2020
Mahindra,Thar,,,2439854.77,Mar-24,525,2023
Maruti,Swift,,,3228049.166,Dec-19,554,2022
Toyota,Rumion,"CNG, Petrol","Manual, Automatic",1034554.607,"Nov, 2024",270,2024
Toyota,Camry,,,3956669.821,Aug-19,227,2020
Honda,Civic,,,826982.0283,Mar-19,362,2023
Jeep,Meridian 2022-2023,Diesel,"Manual, Automatic",3394904.3,"Sep, 2024",803,2021
Maruti Suzuki,S-Presso,"CNG, Petrol","Manual, Automatic",384768.3709,"Aug, 2024",247,2021
MG,Hector,"Diesel, Petrol","Manual, Automatic",1386309.362,"Dec, 2024",917,2020
Jeep,Compass,Diesel,"Manual, Automatic",1931021.112,"Sep, 2024",371,2020
Hyundai,i10,,,862341.2679,Dec-24,430,2022
Hyundai,i20,,,3965228.661,Mar-24,812,2023
Kia,Seltos,,,1497636.692,Dec-18,79,2019
BMW,X1,,,3370353.742,Nov-24,472,2023
BMW,3 Series,,,3264087.06,Jul-22,438,2020
Kia,Seltos,,,3393612.57,Jun-24,373,2019
Tata,Nexon,,,1256263.689,Feb-23,139,2022
Mahindra,XUV500,,,3254994.778,Jul-21,338,2024
Mercedes,E-Class,,,1200562.035,Dec-21,894,2021
Kia,Seltos,,,2166239.778,Dec-18,393,2020
Mahindra,XUV700,"Diesel, Petrol","Manual, Automatic",1411931.279,"Sep, 2024",483,2022
Honda,Civic,,,2261175.667,Apr-25,870,2023
Tata,Altroz,,,1180469.907,Jul-19,744,2020
Jeep,Compass,Diesel,"Manual, Automatic",1885925.557,"Nov, 2024",647,2020
Tata,Altroz,Petrol + 2,"Manual, Automatic",655373.8384,"Oct, 2024",146,2019
Citroen,Basalt,Petrol,"Manual, Automatic",815555.5845,"Dec, 2024",509,2019
MG,Hector,"Diesel, Petrol","Manual, Automatic",1382798.724,"Sep, 2024",470,2019
Ford,EcoSport,,,3070880.781,Mar-21,537,2022
Mercedes,GLA,,,3507226.666,Dec-18,630,2019
Ford,Figo,,,3611541.682,Jul-24,810,2024
Honda,CR-V,,,1737872.074,Dec-23,111,2022
Toyota,Corolla,,,3442978.276,Apr-18,267,2022
Kia,Carens,,,1271532.638,Sep-25,759,2019
Jeep,Meridian 2022-2023,Diesel,"Manual, Automatic",3360486.566,"Sep, 2024",695,2018
Kia,Sonet,,,546301.2208,May-23,50,2020
Maruti Suzuki,Eeco,"CNG, Petrol",Manual,555591.9558,"Sep, 2024",952,2020
Ford,Endeavour,,,3125516.363,Apr-20,773,2018
Tata,Harrier,,,3126785.196,Feb-18,479,2020
Honda,Civic,,,650330.9271,Oct-19,837,2022
BMW,X1,,,2169031.307,Dec-19,586,2021
Toyota,Corolla,,,3317784.577,Mar-23,764,2023
Toyota,Urban Cruiser Taisor,"CNG, Petrol","Manual, Automatic",757981.6187,"Oct, 2024",250,2023
Maruti Suzuki,Alto K10,"CNG, Petrol","Manual, Automatic",360903.8419,"Sep, 2024",838,2020
Toyota,Camry,,,664233.8941,May-20,510,2022
Volkswagen,Virtus,Petrol,"Manual, Automatic",1143142.021,"Oct, 2024",625,2021
Mahindra,Thar,,,2106272.876,Aug-19,702,2021
BMW,3 Series,,,800816.9709,Dec-20,296,2024
Mercedes,E-Class,,,2553225.345,Mar-18,512,2021
BMW,X5,,,3583987.867,Jun-24,731,2021
Tata,Harrier,,,671304.9646,Dec-23,579,2021
Toyota,Fortuner,,,645118.4032,Sep-22,615,2024
Kia,EV6,Unknown,Unknown,6079337.348,"Oct, 2024",534,2021
Maruti Suzuki,Swift,"CNG, Petrol","Manual, Automatic",646340.7024,"Aug, 2024",872,2021
Maruti,Baleno,,,3670436.442,Jun-25,135,2025
Skoda,Kodiaq,Petrol,Automatic,4032600.438,"Oct, 2024",236,2023
Honda,CR-V,,,3649653.27,Aug-23,397,2025
Ford,Endeavour,,,3115141.715,Apr-20,933,2025
Ford,Endeavour,,,2642582.406,Feb-24,855,2018
BMW,3 Series,,,1629910.658,Oct-23,749,2023
Tata,Altroz,Petrol + 2,"Manual, Automatic",609439.6649,"Oct, 2024",189,2025
Ford,EcoSport,,,3297060.976,Nov-25,197,2025
Mahindra,XUV500,,,1206843.862,Aug-20,602,2022
Mahindra,Thar,,,2281600.213,Oct-20,612,2024
Hyundai,Creta,,,414703.5487,Apr-24,295,2021
Maruti Suzuki,Celerio,"CNG, Petrol","Manual, Automatic",539053.6835,"Dec, 2024",824,2022
Mahindra,XUV500,,,1103071.52,Oct-23,502,2022
BMW,3 Series,,,540570.7394,Oct-24,390,2024
MG,Comet EV,Unknown,Unknown,690567.8627,"Dec, 2024",194,2023
Kia,Sonet,,,1015202.584,Feb-20,510,2021
Maruti,Swift,,,1963997.03,Feb-18,969,2021
BMW,X1,,,1099284.243,Dec-25,232,2021
Mercedes,GLA,,,3353897.031,Jan-19,198,2019
Maruti Suzuki,Eeco,"CNG, Petrol",Manual,548497.7453,"Oct, 2024",141,2018
Hyundai,Tucson,"Diesel, Petrol",Automatic,2915308.092,"Nov, 2024",367,2024
Kia,Seltos,"Diesel, Petrol","Manual, Automatic",1124439.436,"Nov, 2024",934,2020
Ford,Figo,,,2370697.155,Mar-25,333,2018
Tata,Altroz,,,2853955.262,Jun-18,440,2019
Hyundai,i10,,,2837783.65,Aug-25,567,2021
Hyundai,i10,,,862323.3841,Dec-24,60,2022
Ford,Endeavour,,,1761296.571,Sep-20,906,2024
Maruti Suzuki,Invicto,Petrol,Automatic,2540524.513,"Dec, 2024",899,2022
Hyundai,Verna,Petrol,"Manual, Automatic",1110666.117,"Aug, 2024",444,2018
Kia,Seltos,,,3569285.857,Sep-22,864,2024
Maruti,Brezza,,,2261138.385,Sep-21,74,2018
Honda,CR-V,,,3584760.063,Jul-21,514,2019
Hyundai,Creta,,,3386122.779,Sep-21,911,2020
Honda,Civic,,,1193050.918,Sep-22,80,2021
BMW,X1,,,2378397.999,Feb-21,494,2023
Hyundai,Kona Electric,Unknown,Unknown,2383184.849,"Jan, 2024",900,2020
Ford,Figo,,,3743250.168,Jul-18,337,2024
Toyota,Corolla,,,1885848.879,Sep-22,630,2021
BMW,X1,,,567003.7979,Jul-18,358,2020
Tata,Harrier,,,540235.7838,Nov-18,338,2023
Mercedes,E-Class,,,3048195.791,Feb-24,665,2021
Toyota,Fortuner,,,523367.6867,Sep-22,618,2022
Toyota,Corolla,,,1669962.15,Sep-24,83,2021
Maruti Suzuki,Wagon R,"CNG, Petrol","Manual, Automatic",535068.5884,"Dec, 2024",185,2021
Mercedes,GLA,,,2765566.207,Jan-19,191,2025
Maruti,Brezza,,,2565173.954,Nov-20,726,2023
Kia,Carnival,Diesel,Automatic,6376021.831,"Oct, 2024",921,2019
BMW,3 Series,,,3390943.603,Sep-21,716,2021
Maruti,Baleno,,,477651.5759,Jun-24,644,2023
Tata,Nexon,,,3456139.734,Jan-18,437,2023
Mahindra,Marazzo,Diesel,Manual,1437936.339,"Dec, 2024",397,2023
Citroen,C3,Petrol,Manual,606538.8351,"Sep, 2024",93,2022
Honda,Civic,,,3171829.193,Jun-20,875,2021
Ford,Figo,,,1935320.666,Jul-24,72,2020
Hyundai,Creta,,,3942031.416,Mar-18,272,2019
Hyundai,i20,,,488468.8894,Nov-21,775,2021
Kia,Carens,,,1689361.323,May-24,581,2021
Mahindra,XUV500,,,1911119.37,Dec-25,878,2024
Maruti Suzuki,Ertiga,"CNG, Petrol","Manual, Automatic",900248.3701,"Dec, 2024",758,2021
Hyundai,i20,Petrol,"Manual, Automatic",681291.5897,"Aug, 2024",970,2024
Toyota,Urban Cruiser Taisor,"CNG, Petrol","Manual, Automatic",751750.5913,"Dec, 2024",408,2024
Kia,Carens,,,3168082.826,Feb-20,691,2025
BMW,X5,,,520608.1318,Feb-20,905,2021
Maruti,Baleno,,,1303538.043,Apr-19,59,2020
Tata,Nexon,,,2361439.586,Sep-20,345,2019
BMW,X5,,,3181565.694,Aug-22,441,2022
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",778891.5386,"Aug, 2024",484,2019
Maruti Suzuki,XL6,"CNG, Petrol","Manual, Automatic",1153029.889,"Sep, 2024",706,2019
Honda,Civic,,,2998033.704,Oct-24,729,2021
Tata,Harrier 2019-2023,Diesel,"Manual, Automatic",1518966.596,"Oct, 2023",363,2018
Ford,Endeavour,,,3234081.489,Mar-20,339,2022
Maruti,Baleno,,,1255570.916,Dec-20,460,2024
Kia,Sonet,,,1669215.614,Jul-21,731,2024
Tata,Curvv,"Diesel, Petrol","Manual, Automatic",1019183.388,"Dec, 2024",267,2019
Maruti,Baleno,,,446563.5314,Sep-21,765,2020
Tata,Altroz,,,3524191.618,Aug-20,483,2025
Mercedes,C-Class,,,3488567.171,Jun-25,379,2023
Maruti Suzuki,Dzire,"CNG, Petrol","Manual, Automatic",687253.122,"Dec, 2024",910,2023
Toyota,Camry,,,3822477.995,Feb-20,776,2021
Kia,Carens,,,2539307.99,Nov-21,970,2019
Honda,CR-V,,,2839836.812,Jul-21,828,2023
Mercedes,GLA,,,1913819.671,May-20,799,2018
Maruti,Brezza,,,1628097.927,Jan-18,524,2022
Kia,Carens,,,910506.1732,Dec-22,525,2024
Honda,Civic,,,2624540.677,Dec-21,534,2023
Honda,City,Petrol,"Manual, Automatic",1164648.33,"Aug, 2024",354,2022
Maruti,Swift,,,1058601.544,Feb-23,883,2019
Hyundai,Venue,"Diesel, Petrol","Manual, Automatic",808376.8101,"Oct, 2024",126,2023
BMW,X1,,,1259808.855,Jan-20,659,2023
Hyundai,i20,,,3884144.256,Mar-24,356,2024
Mahindra,Marazzo,Diesel,Manual,1430077.094,"Sep, 2024",920,2019
Ford,Figo,,,663800.4147,Sep-24,906,2018
Mercedes,C-Class,,,1371490.01,Dec-20,88,2020
Mercedes,E-Class,,,3387220.356,Jun-23,350,2025
Mercedes,E-Class,,,3027515.056,Aug-18,205,2022
Toyota,Corolla,,,551118.0351,Aug-25,490,2024
Kia,Carens,,,1695114.24,Apr-20,903,2018
Citroen,C3,Petrol,Manual,623426.267,"Dec, 2024",353,2025
Honda,Accord,,,645859.9187,Mar-23,360,2023
Mercedes,E-Class,,,2147487.346,Feb-25,224,2018
Maruti,Swift,,,3921966.762,Oct-24,762,2025
Kia,Sonet,,,3340273.191,Apr-21,516,2019
Mahindra,XUV500,,,576547.6232,Oct-22,676,2025
Kia,Carens,,,1671873.813,May-24,671,2018
Mercedes,E-Class,,,1570951.674,Nov-23,124,2025
Citroen,Aircross,Petrol,"Manual, Automatic",881643.0002,"Dec, 2024",860,2025
Tata,Harrier,,,611104.6422,Apr-25,279,2023
Mercedes,GLA,,,1263502.465,Nov-18,684,2019
Hyundai,Creta,,,1017333.568,Oct-24,313,2019
Hyundai,Creta,,,389563.2124,Nov-19,399,2021
Hyundai,IONIQ 5,Unknown,Unknown,4590827.364,"Aug, 2024",831,2018
BMW,X5,,,3608694.926,Feb-20,348,2023
Mahindra,E Verito,Unknown,Unknown,940909.1942,"Aug, 2022",927,2020
BMW,X5,,,1896966.625,Feb-20,508,2021
Mercedes,C-Class,,,1024471.053,Aug-19,711,2022
Ford,Endeavour,,,1855127.478,Jun-20,825,2023
Toyota,Camry,,,3979661.496,Aug-19,184,2025
Mercedes,E-Class,,,4002540.615,Apr-22,832,2018
Honda,Accord,,,2557017.746,May-20,992,2021
Ford,Endeavour,,,2216352.829,Dec-24,261,2020
Mercedes,C-Class,,,440950.1892,Jun-19,918,2021
Tata,Nexon,,,2250430.923,Apr-21,512,2025
Maruti Suzuki,Jimny,Petrol,"Manual, Automatic",1285312.264,"Aug, 2024",132,2019
Hyundai,Creta,,,2283953.105,Aug-25,596,2025
MG,Gloster,Diesel,Automatic,3865304.629,"Nov, 2024",50,2020
Mahindra,Scorpio,,,2573401.348,Feb-24,317,2025
Honda,Civic,,,415038.2994,Jun-21,997,2019
Mahindra,KUV 100 NXT,Petrol,Manual,613796.6239,"Dec, 2022",316,2023
Ford,EcoSport,,,683262.5746,Feb-24,859,2020
Kia,Sonet,,,3962528.947,Jun-22,682,2025
Ford,Endeavour,,,2472189.735,Nov-21,778,2022
Kia,Sonet,,,2141212.378,Aug-21,295,2018
Toyota,Camry,,,2661025.576,Sep-25,546,2020
Honda,Civic,,,2641695.818,Dec-22,848,2021
Renault,KWID,Petrol,"Manual, Automatic",432116.5896,"Oct, 2024",146,2024
MG,ZS EV,Unknown,Unknown,1899038.704,"Sep, 2024",829,2019
Skoda,Kushaq,Petrol,"Manual, Automatic",1065373.781,"Oct, 2024",428,2018
Tata,Nexon,,,2023139.648,Sep-19,569,2021
Maruti,Brezza,,,825150.1654,Jul-23,519,2024
Maruti,Baleno,,,3541785.627,Jun-19,217,2018
Maruti Suzuki,FRONX,"CNG, Petrol","Manual, Automatic",739554.6701,"Dec, 2024",402,2022
Kia,Carens,,,1464013.988,Feb-21,509,2021
Tata,Harrier,,,2998388.269,Jan-20,287,2018
Mercedes,E-Class,,,1773820.283,Nov-19,811,2023
Mahindra,Scorpio,,,1848397.589,Jul-21,481,2022
Tata,Harrier,,,1134735.884,Aug-23,258,2024
Toyota,Fortuner,,,2658949.288,Feb-25,334,2022
Kia,Sonet,,,1571712.03,Jun-20,528,2020
Mercedes,C-Class,,,1572704.686,Jun-21,960,2022
Toyota,Corolla,,,3075367.384,Dec-25,895,2018
Maruti,Baleno,,,2296271.674,Jan-22,715,2021
Tata,Harrier,,,3939965.44,Apr-24,444,2020
Tata,Curvv,"Diesel, Petrol","Manual, Automatic",1002967.25,"Dec, 2024",850,2018
BMW,3 Series,,,3962312.557,Jun-22,176,2020
Mahindra,Scorpio,,,2146620.228,Jan-22,593,2022
Ford,Figo,,,617380.7467,Jan-18,828,2022
Hyundai,Creta,,,2414959.063,Nov-24,375,2024
Kia,Seltos,,,1255374.224,Oct-20,308,2022
Tata,Tiago,"CNG, Petrol","Manual, Automatic",542168.1089,"Aug, 2024",502,2021
MG,Comet EV,Unknown,Unknown,699472.0866,"Aug, 2024",400,2021
Toyota,Fortuner,,,3698907.139,Aug-23,622,2022
Hyundai,Creta 2018-2023,"Diesel, Petrol","Manual, Automatic",1080266.381,"Oct, 2023",983,2023
Tata,Altroz,,,1371524.577,Jul-19,722,2022
Ford,EcoSport,,,3476109.048,Dec-18,92,2021
Citroen,eC3,Unknown,Unknown,1170422.956,"Jul, 2024",713,2022
Maruti Suzuki,Wagon R,"CNG, Petrol","Manual, Automatic",548268.9591,"Aug, 2024",147,2021
Renault,Triber,Petrol,"Manual, Automatic",614594.1336,"Oct, 2024",629,2019
Kia,Carens,,,2885692.234,May-25,274,2024
Kia,Carens,,,1356663.251,Dec-24,757,2019
BMW,X5,,,1568686.915,Oct-25,132,2022
Hyundai,Creta,,,2294570.082,Aug-25,270,2025
Hyundai,Aura,"CNG, Petrol","Manual, Automatic",668268.6644,"Nov, 2024",304,2025
Mercedes,C-Class,,,1400639.821,Mar-22,996,2020
Hyundai,i20,,,2404818.56,Jul-23,958,2021
Mahindra,XUV300,"Diesel, Petrol","Manual, Automatic",831817.18,"Apr, 2024",636,2019
Mercedes,E-Class,,,2029926.668,Jul-19,117,2020
Tata,Harrier,,,3332044.915,May-23,804,2020
Mercedes,C-Class,,,1008614.417,Aug-19,717,2022
Mercedes,GLA,,,1305472.751,Oct-18,913,2025
Maruti,Swift,,,3677709.974,Mar-18,931,2022
Ford,EcoSport,,,3081330.426,Nov-18,702,2019
Hyundai,i10,,,3426720.656,Jul-18,385,2023
BMW,3 Series,,,3273674.314,Jul-22,482,2019
Maruti,Swift,,,1274669.954,Nov-20,664,2024
Maruti Suzuki,Dzire,"CNG, Petrol","Manual, Automatic",678653.4652,"Dec, 2024",474,2021
Tata,Nexon,,,1506705.232,Mar-18,659,2025
Tata,Altroz,,,2890498.627,Jul-20,840,2025
Toyota,Innova Hycross,Petrol,Automatic,1881134.62,"Aug, 2024",967,2019
Ford,Figo,,,2924891.395,Nov-23,343,2019
Toyota,Corolla,,,583037.8066,Jun-18,972,2025
Hyundai,Creta,,,1791176.514,Aug-20,984,2018
Mercedes,GLA,,,2413338.68,Jun-24,727,2023
Mercedes,GLA,,,1589138.043,Sep-24,77,2018
Honda,Accord,,,2605931.298,Dec-23,109,2022
Tata,Harrier,,,440995.0917,Sep-18,541,2018
Kia,Carens,,,1327077.322,Dec-24,138,2020
Maruti,Brezza,,,1857763.777,Nov-18,673,2024
Honda,Amaze 2022-2023,Petrol,"Manual, Automatic",725243.8781,"Aug, 2024",856,2024
Maruti,Baleno,,,2105097.103,Jun-24,959,2025
BMW,X5,,,2847911.714,Jun-24,652,2023
Volkswagen,Tiguan,Petrol,Automatic,3513864.258,"Sep, 2024",297,2019
BMW,X1,,,557125.4249,Mar-21,782,2025
Toyota,Camry,,,946952.8588,Nov-19,790,2021
MG,Gloster,Diesel,Automatic,3856139.239,"Oct, 2024",393,2019
Hyundai,Creta,,,2284651.995,Aug-25,487,2020
Hyundai,Creta,,,2340744.474,Aug-24,91,2023
BMW,X1,,,3533731.12,Jun-25,711,2025
Mercedes,C-Class,,,1671592.229,Aug-24,728,2021
Maruti,Swift,,,3669336.73,Mar-18,440,2021
Maruti Suzuki,Eeco,"CNG, Petrol",Manual,524067.6511,"Sep, 2024",139,2023
Mahindra,Thar,,,1051474.986,Aug-20,718,2022
Mercedes,E-Class,,,1161168.261,May-19,564,2018
Honda,CR-V,,,1134459.163,Aug-20,997,2022
Kia,Seltos,,,1341070.892,Mar-23,965,2025
Kia,Carens,"Diesel, Petrol","Manual, Automatic",1037163.972,"Dec, 2024",369,2023
Mahindra,Thar,"Diesel, Petrol","Manual, Automatic",1116719.508,"Aug, 2024",441,2021
Maruti,Baleno,,,633712.3701,Dec-18,331,2021
Honda,Accord,,,1136868.731,Nov-23,412,2023
Volkswagen,Tiguan,Petrol,Automatic,3505073.888,"Nov, 2024",607,2019
Tata,Altroz,,,1418284.183,May-22,424,2021
Hyundai,Creta,"Diesel, Petrol","Manual, Automatic",1112154.291,"Dec, 2024",677,2024
Tata,Nexon,,,1902664.685,Oct-22,806,2025
Maruti,Baleno,,,1068980.892,Sep-18,238,2022
BMW,X5,,,954431.2089,Jul-19,298,2024
Ford,Endeavour,,,2565233.501,Apr-19,879,2022
Jeep,Meridian 2022-2023,Diesel,"Manual, Automatic",3395800.108,"Sep, 2024",605,2018
Maruti Suzuki,Baleno,"CNG, Petrol","Manual, Automatic",648137.2331,"Oct, 2024",235,2022
Mahindra,XUV500,,,1396237.89,Nov-24,795,2018
Hyundai,i20,,,1812195.969,Jun-24,221,2021
Hyundai,Creta,"Diesel, Petrol","Manual, Automatic",1104633.477,"Dec, 2024",201,2020
Toyota,Urban Cruiser Hyryder,"CNG, Petrol","Manual, Automatic",1088780.896,"Oct, 2024",200,2019
Tata,Altroz,,,3024178.196,Oct-20,240,2022
Hyundai,Aura,"CNG, Petrol","Manual, Automatic",674609.5518,"Oct, 2024",467,2024
Toyota,Hilux,Diesel,"Manual, Automatic",3038588.226,"Dec, 2024",614,2019
Toyota,Camry,,,539962.6215,Feb-24,887,2020
Honda,Accord,,,3333315.293,Dec-19,953,2021
Tata,Harrier,,,1747127.842,Oct-19,986,2023
Toyota,Vellfire,Petrol,Automatic,12209205.9,"Oct, 2024",693,2023
Honda,Civic,,,3560229.975,May-19,905,2020
BMW,3 Series,,,779537.8776,Mar-25,845,2021
Mahindra,Thar,,,2127656.181,Aug-19,917,2018
Ford,Figo,,,2879289.344,Aug-24,421,2020
Mahindra,XUV500,,,1294925.856,May-22,163,2021
Hyundai,Creta,,,1579754.129,Jul-20,795,2018
Toyota,Innova Hycross,Petrol,Automatic,1917150.499,"Aug, 2024",512,2018
Maruti Suzuki,Grand Vitara,"CNG, Petrol","Manual, Automatic",1080058.935,"Nov, 2024",456,2023
Mahindra,Thar,,,1690900.111,Jul-19,127,2025
MG,Astor,Petrol,"Manual, Automatic",997419.873,"Oct, 2024",130,2022
Honda,Civic,,,3822708.011,Apr-25,520,2018
Maruti Suzuki,Brezza,"CNG, Petrol","Manual, Automatic",844633.9452,"Oct, 2024",793,2020
Maruti,Brezza,,,697684.3833,Apr-25,628,2024
Mahindra,XUV500,,,1087981.931,Feb-20,884,2018
Honda,Accord,,,1670826.044,Oct-22,164,2022
Hyundai,Creta,,,2642746.008,Jan-18,546,2021
Ford,EcoSport,,,746087.6043,Oct-21,191,2018
